,glo_avg,dir_avg,diff_avg,lw_avg,par_avg,lux_avg,tp_sfc,humid,press,rain,ws_10m,wd_10m
0,-1.974,-0.204,-1.262,380.4,0.0,-0.001,19.78,91.4,903.24,0.0,1.413,295.1
1,-1.977,-0.204,-1.167,383.4,0.0,-0.001,19.83,91.4,903.24,0.0,1.389,299.9
2,-1.974,-0.204,-1.052,387.3,0.0,-0.001,19.83,91.4,903.24,0.0,1.337,300.7
3,-1.805,-0.184,-0.93,393.0,0.0,-0.001,19.88,91.5,903.31,0.0,1.301,301.7
4,-1.673,-0.02,-0.912,397.4,0.0,-0.001,19.78,91.5,903.31,0.0,1.107,305.1
5,-1.655,0.102,-0.912,400.3,0.0,0.0,19.83,91.6,903.37,0.0,1.083,307.7
6,-1.395,0.198,-0.912,401.7,0.0,-0.001,19.77,91.6,903.31,0.0,0.959,305.1
7,-1.367,0.204,-0.912,403.5,0.0,-0.001,19.86,91.6,903.31,0.0,0.9,296.5
8,-1.364,0.204,-0.912,405.0,0.0,-0.001,19.88,91.7,903.37,0.0,0.718,291.5
9,-1.362,0.204,-0.912,406.4,0.0,0.0,19.88,91.7,903.43,0.0,0.63,286.9
10,-1.296,0.204,-0.909,408.3,0.0,-0.001,19.91,91.7,903.55,0.0,0.544,285.4
11,-1.149,0.204,-0.8029999999999999,409.1,0.0,-0.001,19.85,91.6,903.49,0.0,0.6629999999999999,286.3
12,-1.0659999999999998,0.204,-0.644,408.0,-0.005,-0.002,19.88,91.5,903.49,0.0,0.643,285.9
13,-1.0659999999999998,0.204,-0.547,406.7,0.0,-0.001,19.78,91.4,903.55,0.0,0.723,287.8
14,-1.063,0.204,-0.547,408.4,0.0,-0.002,19.81,91.5,903.55,0.0,0.8270000000000001,294.1
15,-1.063,0.204,-0.547,408.3,0.0,-0.001,19.81,91.6,903.61,0.0,0.871,293.6
16,-1.063,0.204,-0.547,409.4,0.0,0.0,19.81,91.5,903.61,0.0,0.883,299.8
17,-1.063,0.204,-0.547,409.7,-0.005,-0.001,19.85,91.6,903.61,0.0,0.971,305.6
18,-1.063,0.249,-0.547,409.6,0.0,-0.001,19.85,91.6,903.61,0.0,0.91,315.6
19,-1.063,0.361,-0.547,410.2,0.0,-0.002,19.9,91.6,903.61,0.0,0.961,315.2
20,-1.06,0.5489999999999999,-0.547,410.5,0.0,-0.001,19.88,91.6,903.67,0.0,1.086,315.4
21,-1.063,0.613,-0.547,410.4,0.0,-0.001,19.85,91.7,903.67,0.0,1.055,318.7
22,-1.06,0.613,-0.547,409.2,0.0,-0.001,19.96,91.6,903.67,0.0,1.007,324.5
23,-1.063,0.613,-0.575,408.4,0.0,0.0,19.91,91.8,903.67,0.0,1.149,321.9
24,-1.063,0.613,-0.556,408.5,0.0,-0.002,19.9,91.6,903.67,0.0,1.287,319.9
25,-1.063,0.613,-0.547,407.5,0.0,-0.002,20.0,91.6,903.67,0.0,1.006,315.5
26,-1.063,0.613,-0.5529999999999999,405.9,0.0,-0.002,19.96,91.6,903.67,0.0,1.103,316.8
27,-1.063,0.613,-0.605,403.1,0.0,-0.001,19.98,91.6,903.67,0.0,0.988,314.2
28,-1.063,0.613,-0.705,402.4,0.0,0.0,20.03,91.6,903.73,0.0,1.139,316.0
29,-1.068,0.613,-0.769,403.1,0.0,0.0,20.01,91.6,903.73,0.0,1.06,309.2
30,-1.073,0.613,-0.7390000000000001,404.4,0.0,0.0,20.03,91.5,903.73,0.0,1.027,318.6
31,-1.091,0.613,-0.7809999999999999,405.1,0.0,-0.001,20.1,91.5,903.74,0.0,1.194,319.0
32,-1.0759999999999998,0.613,-0.7020000000000001,404.5,0.0,-0.001,20.1,91.5,903.74,0.0,1.024,321.1
33,-1.081,0.613,-0.733,403.5,0.0,0.0,20.16,91.5,903.8,0.0,1.106,320.4
34,-1.098,0.613,-0.72,402.5,-0.005,-0.001,20.05,91.4,903.79,0.0,1.031,318.3
35,-1.179,0.613,-0.754,401.4,0.0,-0.001,20.1,91.4,903.73,0.0,1.062,319.6
36,-1.306,0.613,-0.8420000000000001,399.6,0.0,-0.001,20.05,91.4,903.74,0.0,1.108,323.2
37,-1.364,0.613,-0.8909999999999999,400.0,0.0,-0.002,20.03,91.5,903.74,0.0,1.111,322.6
38,-1.364,0.5589999999999999,-0.9,401.0,0.005,-0.001,20.01,91.3,903.74,0.0,1.119,325.8
39,-1.367,0.555,-0.912,402.3,0.0,-0.002,20.05,91.4,903.74,0.0,1.079,327.2
40,-1.367,0.344,-0.912,403.2,0.0,-0.002,20.11,91.4,903.8,0.0,1.254,329.6
41,-1.364,0.204,-0.912,406.2,0.0,-0.002,20.08,91.4,903.8,0.0,1.148,328.3
42,-1.367,0.204,-0.912,406.5,0.0,-0.003,20.05,91.3,903.8,0.0,1.355,335.9
43,-1.362,0.204,-0.912,404.9,0.0,0.0,20.06,91.4,903.8,0.0,1.263,334.6
44,-1.357,0.204,-0.912,404.2,-0.005,-0.001,20.03,91.3,903.8,0.0,1.317,336.8
45,-1.367,0.204,-0.912,402.2,0.0,-0.001,20.01,91.4,903.8,0.0,1.216,343.8
46,-1.367,0.204,-0.912,399.8,0.0,-0.002,20.0,91.3,903.74,0.0,1.09,345.8
47,-1.367,0.204,-0.912,398.2,0.0,-0.001,20.03,91.4,903.74,0.0,1.169,346.6
48,-1.369,0.204,-0.912,396.8,0.0,-0.001,20.01,91.4,903.74,0.0,0.98,342.4
49,-1.43,0.198,-0.912,396.3,0.0,-0.001,20.01,91.4,903.68,0.0,0.8170000000000001,344.6
50,-1.635,0.146,-0.912,396.1,0.0,-0.002,20.03,91.5,903.74,0.0,0.825,337.6
51,-1.668,0.099,-0.912,395.9,0.0,-0.001,20.0,91.5,903.68,0.0,0.903,336.5
52,-1.67,0.109,-0.912,395.8,-0.005,0.0,19.97,91.4,903.74,0.0,0.96,332.9
53,-1.67,0.106,-0.912,395.5,-0.005,-0.002,20.05,91.5,903.74,0.0,0.711,326.9
54,-1.67,0.044,-0.912,395.3,0.0,-0.001,19.97,91.6,903.74,0.0,0.8270000000000001,338.1
55,-1.67,0.01,-0.912,395.9,0.0,-0.001,20.03,91.5,903.74,0.0,0.745,339.9
56,-1.67,0.024,-0.912,396.0,0.0,-0.001,20.0,91.7,903.81,0.0,0.601,335.3
57,-1.67,0.048,-0.912,396.0,0.0,-0.002,19.95,91.7,903.81,0.0,0.6920000000000001,328.9
58,-1.67,0.01,-0.912,395.8,0.0,-0.001,19.98,91.7,903.81,0.0,0.585,326.6
59,-1.67,0.075,-0.921,396.0,0.0,-0.003,19.93,91.8,903.81,0.0,0.5579999999999999,326.1
60,-1.67,0.106,-0.918,395.9,0.0,-0.001,19.93,91.7,903.81,0.0,0.757,323.7
61,-1.67,0.153,-0.93,396.0,0.0,-0.002,19.95,91.8,903.81,0.0,0.7829999999999999,316.3
62,-1.67,0.16,-0.924,396.0,-0.005,-0.002,19.98,91.7,903.81,0.0,0.7390000000000001,321.4
63,-1.67,0.146,-0.918,396.0,0.0,0.0,19.98,91.7,903.81,0.0,0.775,317.4
64,-1.67,0.177,-0.912,396.0,0.0,-0.001,19.92,91.8,903.81,0.0,0.6579999999999999,319.3
65,-1.67,0.204,-0.918,395.8,-0.005,-0.002,19.95,91.9,903.8,0.0,0.654,319.8
66,-1.67,0.201,-0.927,395.2,0.0,-0.001,19.95,91.9,903.81,0.0,0.7020000000000001,321.1
67,-1.67,0.204,-0.921,395.0,0.0,-0.001,19.93,91.9,903.81,0.0,0.7140000000000001,325.8
68,-1.67,0.201,-0.915,394.7,0.005,-0.001,20.02,91.9,903.75,0.0,0.639,326.4
69,-1.67,0.204,-0.918,394.7,0.0,-0.001,19.97,91.9,903.75,0.0,0.672,324.9
70,-1.67,0.204,-0.912,394.5,0.0,-0.002,19.9,91.9,903.81,0.0,0.657,327.6
71,-1.67,0.153,-0.912,394.7,0.0,-0.001,19.93,92.0,903.81,0.0,0.816,325.7
72,-1.67,0.1639999999999999,-0.912,395.0,0.0,-0.001,19.9,92.0,903.81,0.0,0.828,326.3
73,-1.67,0.136,-0.912,396.0,-0.005,-0.001,19.92,92.0,903.81,0.0,0.856,326.6
74,-1.67,0.15,-0.912,397.2,0.0,-0.001,19.95,92.0,903.81,0.0,0.946,323.5
75,-1.67,0.1669999999999999,-0.912,397.3,0.0,-0.001,19.9,92.0,903.87,0.0,0.982,317.9
76,-1.663,0.187,-0.912,396.7,0.0,-0.001,19.92,92.1,903.81,0.0,0.86,313.4
77,-1.625,0.204,-0.912,395.7,0.0,-0.001,19.92,92.2,903.87,0.0,0.8909999999999999,305.0
78,-1.622,0.204,-0.912,395.5,0.0,-0.001,19.9,92.2,903.87,0.0,0.97,307.7
79,-1.602,0.204,-0.912,395.5,0.0,-0.001,20.0,92.2,903.87,0.0,0.856,307.8
80,-1.529,0.204,-0.912,395.3,0.0,-0.001,19.95,92.2,903.93,0.0,0.8859999999999999,295.2
81,-1.496,0.204,-0.921,395.2,0.0,-0.001,20.02,92.2,903.87,0.0,0.97,312.3
82,-1.435,0.228,-0.933,395.2,0.0,-0.001,19.97,92.3,903.87,0.0,1.084,307.1
83,-1.4169999999999998,0.474,-0.952,395.4,-0.005,-0.002,19.93,92.3,903.87,0.0,1.4280000000000002,315.1
84,-1.4,0.606,-1.003,395.9,0.0,0.0,19.93,92.3,903.87,0.0,1.246,316.2
85,-1.43,0.613,-1.052,395.7,0.0,-0.001,19.97,92.4,903.87,0.0,1.144,320.2
86,-1.435,0.613,-1.028,395.2,0.0,-0.001,19.98,92.3,903.87,0.0,1.207,320.7
87,-1.445,0.613,-1.003,395.2,0.0,-0.001,20.02,92.4,903.87,0.0,1.306,319.3
88,-1.4280000000000002,0.613,-0.997,395.2,0.0,-0.002,20.02,92.3,903.87,0.0,1.266,315.8
89,-1.453,0.613,-1.052,395.1,0.0,-0.001,20.02,92.4,903.81,0.0,1.337,316.0
90,-1.4380000000000002,0.613,-1.07,395.1,0.0,-0.001,20.0,92.4,903.81,0.0,1.376,315.1
91,-1.42,0.613,-1.085,395.1,-0.005,-0.001,19.98,92.4,903.81,0.0,1.337,310.2
92,-1.422,0.613,-1.183,395.3,0.005,-0.001,20.05,92.4,903.81,0.0,1.499,307.0
93,-1.491,0.613,-1.24,395.3,0.0,0.0,20.1,92.4,903.75,0.0,1.578,299.8
94,-1.5519999999999998,0.613,-1.271,395.2,0.0,-0.001,20.11,92.4,903.75,0.0,1.666,304.7
95,-1.579,0.613,-1.274,395.1,0.0,-0.001,20.16,92.4,903.75,0.0,1.878,303.9
96,-1.633,0.613,-1.268,394.6,0.0,0.0,20.1,92.3,903.81,0.0,1.663,299.1
97,-1.6,0.613,-1.268,394.7,0.0,-0.001,20.11,92.3,903.81,0.0,1.938,301.5
98,-1.635,0.613,-1.274,394.7,0.0,-0.001,20.16,92.3,903.81,0.0,1.695,294.3
99,-1.64,0.613,-1.277,394.8,0.0,-0.002,20.07,92.4,903.87,0.0,1.7919999999999998,297.5
100,-1.655,0.528,-1.252,394.9,0.0,-0.001,20.15,92.2,903.87,0.0,1.492,292.7
101,-1.653,0.3989999999999999,-1.243,395.0,0.0,-0.001,20.11,92.2,903.87,0.0,1.354,290.6
102,-1.62,0.395,-1.234,395.1,0.0,-0.001,20.1,92.2,903.81,0.0,1.423,292.5
103,-1.4980000000000002,0.412,-1.216,395.5,0.0,-0.001,20.1,92.2,903.81,0.0,1.6740000000000002,294.9
104,-1.415,0.44,-1.243,395.9,0.0,-0.002,20.05,92.2,903.87,0.0,1.533,297.9
105,-1.422,0.446,-1.237,395.9,0.0,-0.001,20.1,92.2,903.87,0.0,1.56,294.2
106,-1.402,0.545,-1.259,395.9,0.0,-0.001,20.16,92.1,903.93,0.0,1.87,297.1
107,-1.39,0.562,-1.277,396.1,0.0,-0.001,20.12,92.1,903.93,0.0,1.744,296.1
108,-1.392,0.422,-1.271,396.3,0.0,-0.002,20.16,92.1,903.93,0.0,1.7080000000000002,301.0
109,-1.405,0.4629999999999999,-1.277,396.3,0.0,-0.001,20.18,92.0,903.93,0.0,1.753,302.8
110,-1.43,0.583,-1.277,396.3,0.0,-0.002,20.11,92.0,903.87,0.0,1.81,305.3
111,-1.483,0.562,-1.277,396.1,0.005,-0.001,20.1,92.0,903.93,0.0,1.595,310.0
112,-1.483,0.344,-1.277,396.1,-0.005,-0.002,20.23,91.9,903.93,0.0,1.71,309.6
113,-1.503,0.416,-1.277,396.0,0.0,0.0,20.13,91.9,903.99,0.0,1.6669999999999998,318.4
114,-1.524,0.436,-1.277,396.0,0.0,-0.002,20.18,91.8,903.93,0.0,1.6030000000000002,317.3
115,-1.514,0.405,-1.277,396.0,-0.005,-0.001,20.2,91.9,903.93,0.0,1.596,316.4
116,-1.506,0.252,-1.277,396.0,0.0,-0.001,20.18,91.8,903.93,0.0,1.48,319.9
117,-1.557,0.2319999999999999,-1.277,396.1,0.0,-0.002,20.15,91.8,903.93,0.0,1.558,318.7
118,-1.577,0.204,-1.277,396.1,0.0,-0.001,20.16,91.7,904.0,0.0,1.601,321.2
119,-1.612,0.204,-1.277,396.1,-0.005,0.0,20.21,91.7,904.0,0.0,1.471,321.5
120,-1.643,0.204,-1.271,396.1,0.0,-0.001,20.28,91.6,904.0,0.0,1.589,322.5
121,-1.655,0.204,-1.262,396.0,0.0,-0.001,20.21,91.6,903.94,0.0,1.429,323.3
122,-1.665,0.204,-1.259,395.7,0.0,-0.001,20.21,91.6,903.99,0.0,1.425,325.2
123,-1.668,0.204,-1.234,395.8,0.0,-0.001,20.18,91.6,903.99,0.0,1.548,324.2
124,-1.67,0.095,-1.225,395.7,0.0,0.0,20.3,91.6,903.99,0.0,1.395,326.7
125,-1.67,-0.089,-1.192,395.8,0.0,-0.001,20.16,91.6,903.99,0.0,1.6740000000000002,320.5
126,-1.67,0.109,-1.183,395.8,0.0,-0.001,20.16,91.6,903.99,0.0,1.3869999999999998,326.8
127,-1.668,-0.031,-1.134,395.9,0.005,0.0,20.13,91.6,904.05,0.0,1.418,323.1
128,-1.668,-0.055,-1.113,395.8,-0.005,-0.001,20.12,91.6,903.99,0.0,1.46,326.2
129,-1.671,-0.1669999999999999,-1.128,395.9,-0.005,-0.001,20.13,91.6,903.99,0.0,1.355,321.5
130,-1.671,-0.198,-1.055,396.0,-0.005,-0.001,20.15,91.6,904.05,0.0,1.359,324.4
131,-1.668,-0.072,-1.018,396.0,-0.011,-0.002,20.13,91.7,903.99,0.0,1.622,320.6
132,-1.668,0.044,-0.994,396.1,-0.005,-0.002,20.1,91.7,903.99,0.0,1.703,316.7
133,-1.663,0.085,-0.994,395.9,0.0,-0.002,20.16,91.7,903.99,0.0,1.277,323.8
134,-1.665,0.003,-1.043,396.4,0.0,-0.003,20.11,91.7,903.93,0.0,1.321,327.1
135,-1.66,0.055,-1.0490000000000002,397.1,0.0,-0.003,20.15,91.7,903.93,0.0,1.477,319.3
136,-1.622,0.201,-1.052,396.7,-0.005,-0.002,20.13,91.8,903.93,0.0,1.352,322.5
137,-1.587,0.204,-1.058,396.6,0.0,-0.001,20.18,91.7,903.87,0.0,1.162,321.1
138,-1.544,0.204,-1.064,396.4,0.0,-0.001,20.15,91.7,903.87,0.0,1.358,316.4
139,-1.493,0.204,-1.104,396.5,-0.005,-0.002,20.2,91.8,903.87,0.0,1.6369999999999998,316.7
140,-1.46,0.204,-1.107,396.3,0.0,-0.001,20.12,91.8,903.81,0.0,1.491,324.5
141,-1.43,0.204,-1.143,396.5,0.0,-0.002,20.21,91.6,903.81,0.0,1.389,320.2
142,-1.425,0.204,-1.164,396.7,0.0,-0.002,20.18,91.7,903.87,0.0,1.3119999999999998,320.5
143,-1.4280000000000002,0.204,-1.195,396.7,0.0,-0.003,20.16,91.7,903.81,0.0,1.1740000000000002,323.8
144,-1.521,0.204,-1.225,396.8,0.0,-0.002,20.18,91.6,903.81,0.0,1.319,327.4
145,-1.605,0.204,-1.237,396.8,-0.005,-0.003,20.26,91.6,903.81,0.0,1.314,319.6
146,-1.61,0.204,-1.158,396.7,0.0,-0.001,20.21,91.6,903.81,0.0,1.278,321.5
147,-1.577,0.204,-1.149,396.7,0.0,-0.002,20.16,91.6,903.75,0.0,1.28,322.3
148,-1.582,0.204,-1.158,396.3,0.0,-0.003,20.18,91.5,903.75,0.0,1.403,319.5
149,-1.587,0.204,-1.14,396.0,0.0,-0.002,20.15,91.6,903.75,0.0,1.376,316.8
150,-1.536,0.204,-1.128,395.9,0.0,-0.002,20.12,91.5,903.75,0.0,1.185,318.3
151,-1.569,0.204,-1.149,395.6,0.0,-0.002,20.15,91.5,903.69,0.0,1.378,316.9
152,-1.615,0.204,-1.143,395.5,0.0,-0.001,20.26,91.5,903.69,0.0,1.384,318.4
153,-1.584,0.204,-1.134,395.5,0.0,-0.001,20.23,91.4,903.69,0.0,1.585,320.1
154,-1.5490000000000002,0.204,-1.082,395.5,0.0,-0.001,20.13,91.4,903.69,0.0,1.54,320.5
155,-1.5590000000000002,0.204,-1.101,395.8,0.0,-0.002,20.2,91.4,903.69,0.0,1.5319999999999998,319.9
156,-1.5719999999999998,0.204,-1.11,396.0,0.0,-0.002,20.21,91.3,903.75,0.0,1.543,320.9
157,-1.554,0.204,-1.052,396.0,0.0,-0.002,20.21,91.2,903.75,0.0,1.579,317.4
158,-1.506,0.204,-1.073,396.0,0.0,-0.004,20.12,91.2,903.69,0.0,1.523,319.2
159,-1.466,0.204,-1.104,396.0,0.0,-0.002,20.2,91.1,903.75,0.0,1.57,322.7
160,-1.483,0.198,-1.158,395.9,-0.011,-0.001,20.23,91.1,903.69,0.0,1.364,327.2
161,-1.62,-0.072,-1.2009999999999998,396.6,-0.005,-0.002,20.33,91.1,903.69,0.0,1.243,323.1
162,-1.663,-0.201,-1.167,398.3,-0.005,-0.003,20.16,91.1,903.69,0.0,1.463,324.9
163,-1.665,-0.204,-1.158,397.9,0.0,-0.003,20.17,91.1,903.69,0.0,1.364,329.5
164,-1.665,-0.204,-1.161,397.7,0.0,-0.003,20.31,91.2,903.69,0.0,1.4469999999999998,328.3
165,-1.671,-0.204,-1.119,398.6,0.0,-0.002,20.17,91.2,903.69,0.0,1.237,328.3
166,-1.665,-0.204,-1.04,400.3,0.005,-0.003,20.13,91.2,903.63,0.0,1.3730000000000002,325.1
167,-1.665,-0.204,-0.991,399.6,-0.011,-0.003,20.18,91.2,903.7,0.0,1.366,323.0
168,-1.579,-0.204,-0.952,399.6,0.0,-0.002,20.15,91.3,903.7,0.0,1.418,323.5
169,-1.521,-0.204,-0.958,399.6,-0.005,-0.002,20.13,91.4,903.63,0.0,1.479,322.4
170,-1.64,-0.204,-0.924,400.2,0.0,-0.003,20.18,91.4,903.63,0.0,1.546,325.3
171,-1.666,-0.204,-0.912,402.0,-0.005,-0.003,20.12,91.4,903.63,0.0,1.445,324.9
172,-1.671,-0.204,-0.912,403.8,-0.011,-0.005,20.1,91.5,903.63,0.0,1.413,327.5
173,-1.671,-0.204,-0.912,403.2,-0.005,-0.003,20.1,91.5,903.63,0.0,1.693,324.3
174,-1.7819999999999998,-0.204,-0.921,403.0,0.0,-0.003,20.12,91.5,903.69,0.0,1.601,326.9
175,-1.967,-0.204,-0.979,403.6,0.0,-0.003,20.08,91.6,903.63,0.0,1.565,321.1
176,-1.972,-0.204,-1.137,403.6,-0.011,-0.003,20.1,91.6,903.63,0.0,1.916,320.6
177,-1.974,-0.204,-1.271,402.5,0.011,-0.003,20.12,91.6,903.57,0.0,2.016,324.8
178,-1.974,-0.256,-1.277,402.5,0.0,-0.002,20.13,91.6,903.63,0.0,1.703,325.6
179,-1.974,-0.589,-1.277,403.7,-0.005,-0.002,20.1,91.6,903.57,0.0,1.6669999999999998,324.7
180,-1.974,-0.613,-1.277,401.3,-0.011,-0.001,20.08,91.6,903.63,0.0,1.773,324.8
181,-1.977,-0.613,-1.277,402.7,-0.005,-0.002,20.2,91.6,903.57,0.0,1.774,324.7
182,-1.974,-0.613,-1.277,402.5,-0.011,-0.004,20.13,91.7,903.57,0.0,1.791,322.8
183,-1.977,-0.613,-1.277,401.8,-0.005,-0.002,20.03,91.7,903.63,0.0,1.82,318.4
184,-1.992,-0.613,-1.28,401.8,0.0,-0.002,20.02,91.6,903.57,0.0,1.575,325.3
185,-2.0,-0.613,-1.283,400.8,0.0,-0.002,20.08,91.6,903.51,0.0,1.733,322.5
186,-2.035,-0.613,-1.289,402.0,0.005,-0.002,20.08,91.7,903.51,0.0,1.607,327.0
187,-2.248,-0.746,-1.2919999999999998,402.9,0.0,-0.004,20.1,91.7,903.51,0.0,1.699,329.6
188,-2.27,-1.012,-1.277,405.9,0.0,-0.002,20.07,91.7,903.45,0.0,1.864,326.7
189,-2.278,-1.022,-1.277,407.2,0.0,-0.003,20.05,91.6,903.45,0.0,1.788,323.5
190,-2.177,-1.022,-1.277,408.5,0.0,-0.003,20.0,91.7,903.45,0.0,1.551,324.8
191,-2.002,-1.022,-1.277,408.7,0.0,-0.002,20.08,91.7,903.51,0.0,1.636,324.0
192,-1.974,-1.022,-1.277,409.6,0.0,-0.004,20.1,91.7,903.45,0.0,1.783,323.7
193,-1.974,-1.022,-1.277,411.6,0.005,-0.002,20.08,91.7,903.45,0.0,1.554,315.6
194,-1.974,-1.022,-1.277,412.5,0.0,-0.001,20.07,91.7,903.39,0.0,1.716,319.1
195,-1.974,-1.022,-1.277,412.1,-0.005,-0.002,19.95,91.8,903.39,0.0,1.862,314.1
196,-1.974,-1.022,-1.277,412.9,0.0,-0.003,20.0,91.8,903.39,0.0,1.636,317.5
197,-1.974,-1.022,-1.2919999999999998,412.9,0.0,-0.003,19.97,91.8,903.45,0.0,1.624,318.7
198,-1.974,-1.022,-1.335,412.9,0.0,-0.003,20.07,91.7,903.39,0.0,1.955,319.4
199,-1.974,-1.015,-1.505,413.0,0.0,-0.002,20.03,91.8,903.39,0.0,2.01,312.4
200,-1.974,-0.971,-1.547,412.8,0.0,-0.001,20.1,91.7,903.33,0.0,1.911,316.5
201,-1.974,-0.934,-1.611,413.1,-0.005,-0.002,20.1,91.7,903.33,0.0,1.655,314.9
202,-1.974,-0.882,-1.63,412.9,0.0,-0.001,20.1,91.7,903.33,0.0,2.172,316.7
203,-1.974,-0.8690000000000001,-1.639,413.0,0.0,-0.002,20.0,91.7,903.33,0.0,1.793,316.5
204,-1.974,-0.821,-1.633,413.5,0.005,-0.002,20.03,91.7,903.33,0.0,1.673,312.8
205,-1.974,-0.852,-1.5930000000000002,413.1,0.0,-0.001,20.12,91.7,903.39,0.0,1.595,317.9
206,-1.974,-0.906,-1.55,412.7,-0.005,-0.002,20.0,91.7,903.33,0.0,1.71,317.5
207,-1.974,-1.009,-1.505,412.3,0.0,-0.002,20.0,91.6,903.33,0.0,1.729,317.0
208,-1.974,-0.995,-1.368,413.0,-0.005,-0.002,19.98,91.6,903.33,0.0,1.74,308.4
209,-1.974,-0.981,-1.3130000000000002,412.9,0.0,-0.004,19.97,91.7,903.33,0.0,1.601,317.0
210,-1.974,-1.015,-1.359,412.3,0.0,-0.002,20.07,91.6,903.33,0.0,1.632,313.0
211,-1.977,-1.022,-1.386,411.9,0.005,-0.003,20.02,91.6,903.33,0.0,2.287,318.5
212,-1.977,-1.022,-1.411,410.0,-0.005,-0.003,19.97,91.5,903.33,0.0,2.226,318.3
213,-2.002,-1.022,-1.529,409.0,-0.005,-0.003,20.0,91.5,903.33,0.0,2.313,320.4
214,-2.01,-1.022,-1.541,410.2,0.0,-0.002,19.93,91.4,903.27,0.0,1.976,317.9
215,-2.005,-1.128,-1.62,408.9,-0.005,-0.003,19.95,91.3,903.27,0.0,2.173,318.7
216,-2.071,-1.244,-1.639,408.7,0.0,-0.002,19.95,91.3,903.27,0.0,1.828,317.9
217,-2.2,-1.414,-1.642,407.9,0.0,-0.003,19.92,91.2,903.21,0.0,1.724,320.0
218,-2.238,-1.431,-1.642,409.5,-0.005,-0.002,19.9,91.2,903.21,0.0,2.126,320.6
219,-2.268,-1.431,-1.642,408.3,0.0,-0.001,19.95,91.1,903.21,0.0,2.041,323.8
220,-2.2430000000000003,-1.431,-1.642,409.8,0.0,-0.002,19.92,91.0,903.21,0.0,2.349,322.8
221,-2.276,-1.431,-1.642,409.4,-0.005,-0.001,19.9,90.9,903.21,0.0,2.549,316.1
222,-2.276,-1.431,-1.642,409.1,0.0,-0.001,19.93,90.8,903.21,0.0,2.508,322.8
223,-2.268,-1.431,-1.642,408.5,-0.016,-0.003,19.97,90.8,903.21,0.0,2.235,325.4
224,-2.248,-1.4409999999999998,-1.642,407.9,0.0,-0.003,19.98,90.7,903.21,0.0,2.158,323.3
225,-2.265,-1.588,-1.642,409.5,0.0,-0.002,19.9,90.6,903.21,0.0,2.207,319.8
226,-2.207,-1.622,-1.642,408.6,-0.005,-0.002,19.93,90.7,903.21,0.0,2.019,315.6
227,-2.265,-1.475,-1.642,409.1,-0.005,0.0,19.85,90.6,903.21,0.0,2.068,308.4
228,-2.141,-1.431,-1.642,409.1,0.0,-0.002,19.89,90.6,903.15,0.0,1.787,313.0
229,-1.997,-1.431,-1.642,409.8,-0.016,-0.003,19.84,90.5,903.21,0.0,1.759,317.5
230,-2.02,-1.431,-1.642,409.4,-0.021,-0.004,19.87,90.6,903.15,0.0,1.721,316.7
231,-2.124,-1.431,-1.642,409.5,-0.005,-0.004,19.85,90.5,903.09,0.0,1.744,318.7
232,-2.121,-1.431,-1.642,409.1,0.0,-0.003,19.84,90.5,903.09,0.25,1.897,313.2
233,-2.217,-1.431,-1.642,408.0,-0.005,-0.003,19.92,90.5,903.09,0.0,1.889,317.8
234,-2.136,-1.431,-1.642,408.0,-0.011,-0.003,19.9,90.5,903.03,0.0,1.7619999999999998,318.1
235,-2.108,-1.431,-1.642,406.7,0.0,-0.001,19.84,90.5,903.03,0.0,1.673,322.3
236,-2.136,-1.431,-1.642,406.0,0.0,-0.002,19.85,90.5,902.97,0.0,1.6369999999999998,321.1
237,-2.048,-1.431,-1.642,404.9,-0.005,-0.002,19.87,90.5,903.03,0.0,1.769,320.9
238,-2.05,-1.431,-1.642,405.6,0.0,-0.002,19.82,90.6,903.03,0.0,1.544,322.9
239,-2.04,-1.431,-1.636,405.6,0.0,-0.001,19.8,90.6,903.03,0.0,1.589,322.0
240,-1.99,-1.496,-1.611,406.1,-0.016,-0.002,19.79,90.6,902.97,0.0,1.55,319.3
241,-1.974,-1.642,-1.508,407.8,0.0,-0.003,19.79,90.6,903.03,0.0,1.621,324.0
242,-1.977,-1.615,-1.371,409.7,-0.005,-0.001,19.77,90.7,902.97,0.0,1.744,322.3
243,-1.977,-1.4409999999999998,-1.304,410.1,0.005,-0.002,19.85,90.7,903.03,0.0,1.399,322.7
244,-1.974,-1.431,-1.28,410.7,-0.005,-0.002,19.75,90.8,903.03,0.0,1.44,324.4
245,-1.974,-1.431,-1.28,410.5,0.0,-0.001,19.71,90.9,902.97,0.0,1.432,322.5
246,-1.974,-1.431,-1.277,411.4,-0.011,-0.004,19.79,90.9,902.97,0.0,1.587,323.2
247,-1.974,-1.431,-1.277,411.8,0.005,-0.003,19.71,90.9,902.97,0.0,1.619,319.8
248,-1.974,-1.431,-1.277,411.6,0.0,-0.001,19.74,91.0,902.97,0.0,1.545,321.7
249,-1.974,-1.421,-1.277,411.5,0.0,-0.003,19.74,91.0,902.91,0.0,1.481,315.2
250,-1.974,-1.135,-1.277,411.2,0.0,-0.003,19.8,91.0,902.91,0.0,1.509,314.5
251,-1.974,-1.022,-1.277,410.7,-0.011,-0.002,19.75,91.0,902.85,0.0,1.839,313.7
252,-1.974,-1.022,-1.277,411.4,0.0,-0.002,19.75,91.1,902.91,0.0,1.499,319.3
